game_date,Home.Team,Away.Team,Period,Clock,Home.Team.Goals,Away.Team.Goals,Team,Player,type_name,start_x,start_y,game_id,success,end_x,end_y,xTa
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:28,0,0,Boston Pride,Mallory Souliotis,Pass,12,33,3,1,61,85,0.0008067592873502441
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:25,0,0,Minnesota Whitecaps,Allie Thunstrom,Takeaway,112,0,3,1,124,2,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:23,0,0,Minnesota Whitecaps,Allie Thunstrom,Zone Entry,124,2,3,1,162,2,0.0022487995464499453
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:21,0,0,Minnesota Whitecaps,Allie Thunstrom,Shot,162,2,3,0,79,80,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:17,0,0,Boston Pride,Mallory Souliotis,Puck Recovery,25,3,3,1,25,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:17,0,0,Boston Pride,Mallory Souliotis,Pass,25,3,3,1,57,3,0.0005706026243030081
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:14,0,0,Boston Pride,Samantha Davis,Dump In/Out,66,5,3,0,195,65,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:12,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Puck Recovery,79,80,3,1,79,80,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:12,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Pass,79,80,3,1,105,45,0.003983961028785665
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:09,0,0,Minnesota Whitecaps,Nina Rodgers,Pass,118,24,3,1,134,8,-0.02196268225940167
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:09,0,0,Minnesota Whitecaps,Nina Rodgers,Zone Entry,124,20,3,1,168,10,-0.003282669763284802
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:08,0,0,Minnesota Whitecaps,Allie Thunstrom,Pass,168,10,3,1,161,14,0.001384012832671224
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:07,0,0,Minnesota Whitecaps,Nina Rodgers,Shot,167,18,3,0,48,82,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,19:00,0,0,Minnesota Whitecaps,Emma Stauber,Puck Recovery,48,82,3,1,13,60,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:59,0,0,Minnesota Whitecaps,Emma Stauber,Pass,13,60,3,1,27,2,0.00036536863114814463
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:51,0,0,Boston Pride,Christina Putigna,Puck Recovery,195,65,3,1,195,65,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:51,0,0,Boston Pride,Christina Putigna,Pass,195,65,3,0,73,81,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:49,0,0,Minnesota Whitecaps,Allie Thunstrom,Puck Recovery,39,45,3,1,3,44,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:46,0,0,Minnesota Whitecaps,Allie Thunstrom,Pass,3,44,3,1,6,12,0.00011237032760293619
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:45,0,0,Minnesota Whitecaps,Emma Stauber,Pass,11,6,3,1,50,1,0.0008310235774450035
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:44,0,0,Minnesota Whitecaps,Nina Rodgers,Pass,50,1,3,1,50,44,-1.5929453913462403e-05
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:41,0,0,Minnesota Whitecaps,Haylea Schmid,Pass,80,30,3,0,11,32,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:39,0,0,Boston Pride,Taylor Turnquist,Puck Recovery,73,81,3,1,73,81,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:39,0,0,Boston Pride,Taylor Turnquist,Pass,73,81,3,1,117,75,0.004733282863050574
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:37,0,0,Boston Pride,Jillian Dempsey,Zone Entry,125,70,3,1,135,52,0.0002800314522442022
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:36,0,0,Boston Pride,Jillian Dempsey,Pass,135,52,3,1,168,74,0.0016497923045161386
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:34,0,0,Boston Pride,McKenna Brand,Shot,175,68,3,0,194,68,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:32,0,0,Minnesota Whitecaps,Winny Brodt-Brown,Puck Recovery,11,32,3,1,7,23,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:30,0,0,Boston Pride,Jillian Dempsey,Puck Recovery,194,68,3,1,174,82,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:29,0,0,Boston Pride,Jillian Dempsey,Pass,174,82,3,0,196,20,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:26,0,0,Boston Pride,Lauren Kelly,Puck Recovery,196,20,3,1,196,20,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:26,0,0,Boston Pride,Lauren Kelly,Shot,196,20,3,0,169,21,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:23,0,0,Boston Pride,Lauren Kelly,Faceoff,169,21,3,1,168,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:20,0,0,Boston Pride,Mary Parker,Puck Recovery,168,3,3,1,168,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:20,0,0,Boston Pride,Mary Parker,Pass,168,3,3,1,199,35,0.012567203528070517
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:13,0,0,Boston Pride,Lexie Laing,Pass,185,74,3,0,133,79,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:13,0,0,Minnesota Whitecaps,Winny Brodt-Brown,Takeaway,7,23,3,1,12,12,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:11,0,0,Minnesota Whitecaps,Winny Brodt-Brown,Pass,12,12,3,0,3,35,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:09,0,0,Boston Pride,Jenna Rheault,Puck Recovery,133,79,3,1,133,79,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:09,0,0,Boston Pride,Jenna Rheault,Pass,133,79,3,1,145,79,-0.003943571181240425
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:05,0,0,Boston Pride,Jenna Rheault,Puck Recovery,80,55,3,1,52,13,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,18:01,0,0,Boston Pride,Jenna Rheault,Pass,52,13,3,1,40,62,0.0007232571005604857
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:59,0,0,Boston Pride,Paige Capistran,Pass,55,79,3,1,49,50,0.0006709707907562982
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:56,0,0,Boston Pride,Jenna Rheault,Pass,57,25,3,0,111,15,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:53,0,0,Boston Pride,Tori Sullivan,Puck Recovery,111,15,3,1,122,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:52,0,0,Boston Pride,Tori Sullivan,Dump In/Out,122,3,3,0,122,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:52,0,0,Boston Pride,Tori Sullivan,Zone Entry,122,3,3,0,125,70,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:49,0,0,Minnesota Whitecaps,Winny Brodt-Brown,Puck Recovery,3,35,3,1,3,35,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:49,0,0,Minnesota Whitecaps,Winny Brodt-Brown,Pass,3,35,3,0,77,74,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:46,0,0,Boston Pride,Carlee Turner,Puck Recovery,125,70,3,1,113,83,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:45,0,0,Boston Pride,Carlee Turner,Pass,113,83,3,1,60,76,-0.005717623998469665
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:43,0,0,Boston Pride,Jenna Rheault,Pass,60,76,3,1,53,26,0.0005579749767912394
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:42,0,0,Boston Pride,Paige Capistran,Pass,53,26,3,1,96,6,0.00016299693144607684
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:38,0,0,Minnesota Whitecaps,Stephanie Anderson,Puck Recovery,77,74,3,1,37,80,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:36,0,0,Boston Pride,Meaghan Rickard,Puck Recovery,129,2,3,1,129,2,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:36,0,0,Boston Pride,Meaghan Rickard,Pass,129,2,3,0,3,39,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:35,0,0,Minnesota Whitecaps,Stephanie Anderson,Puck Recovery,37,80,3,1,37,80,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:35,0,0,Minnesota Whitecaps,Stephanie Anderson,Pass,37,80,3,1,48,17,0.00044247858791314574
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:32,0,0,Minnesota Whitecaps,Winny Brodt-Brown,Pass,67,5,3,0,7,33,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:27,0,0,Boston Pride,Mallory Souliotis,Puck Recovery,3,39,3,1,3,39,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:27,0,0,Boston Pride,Mallory Souliotis,Pass,3,39,3,1,24,84,0.00013886484254463892
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:20,0,0,Boston Pride,Meghara McManus,Pass,89,46,3,0,187,79,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:16,0,0,Minnesota Whitecaps,Amanda Leveille,Puck Recovery,7,33,3,1,7,33,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:16,0,0,Minnesota Whitecaps,Amanda Leveille,Dump In/Out,7,33,3,0,25,2,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:15,0,0,Boston Pride,Meaghan Rickard,Puck Recovery,187,79,3,1,2,34,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:14,0,0,Minnesota Whitecaps,Haley Mack,Puck Recovery,25,2,3,1,22,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:11,0,0,Minnesota Whitecaps,Haley Mack,Pass,22,3,3,1,6,11,-0.00012180255730983333
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:09,0,0,Minnesota Whitecaps,Maddie Rowe,Pass,6,11,3,1,2,40,-0.0001016808400128215
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:06,0,0,Minnesota Whitecaps,Sydney Baldwin,Pass,2,42,3,1,18,80,0.00013886484254463892
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:03,0,0,Minnesota Whitecaps,Meghan Lorence,Pass,18,80,3,1,54,80,0.0006678944448056051
2021-01-23,Minnesota Whitecaps,Boston Pride,1,17:01,0,0,Minnesota Whitecaps,Stephanie Anderson,Pass,70,66,3,0,199,53,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:57,0,0,Boston Pride,Kaleigh Fratkin,Puck Recovery,2,34,3,1,2,34,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:57,0,0,Boston Pride,Kaleigh Fratkin,Pass,2,34,3,1,14,7,0.00022348339732265483
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:53,0,0,Boston Pride,Mallory Souliotis,Pass,19,4,3,0,28,37,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:50,0,0,Minnesota Whitecaps,Allie Thunstrom,Puck Recovery,199,53,3,1,199,53,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:50,0,0,Minnesota Whitecaps,Allie Thunstrom,Pass,199,53,3,1,180,48,0.03594048570980923
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:50,0,0,Minnesota Whitecaps,Haylea Schmid,Shot,181,43,3,0,55,31,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:47,0,0,Boston Pride,Samantha Davis,Puck Recovery,28,37,3,1,37,29,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:47,0,0,Boston Pride,Samantha Davis,Pass,37,29,3,0,145,78,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:41,0,0,Boston Pride,Tereza Vanisova,Puck Recovery,145,78,3,1,175,64,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:40,0,0,Boston Pride,Tereza Vanisova,Pass,175,64,3,0,188,55,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:39,0,0,Boston Pride,Taylor Wenczkowski,Puck Recovery,188,55,3,1,174,63,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:38,0,0,Boston Pride,Taylor Wenczkowski,Pass,174,63,3,1,143,81,-0.03350025624716718
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:32,0,0,Boston Pride,Taylor Turnquist,Pass,198,61,3,1,198,46,0.009310062888103508
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:30,0,0,Boston Pride,Samantha Davis,Pass,193,19,3,1,163,10,-0.00393406723403838
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:27,0,0,Boston Pride,Lauren Kelly,Pass,192,22,3,0,143,79,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:25,0,0,Boston Pride,Taylor Turnquist,Puck Recovery,143,79,3,1,143,79,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:25,0,0,Boston Pride,Taylor Turnquist,Pass,143,79,3,1,186,68,0.022783046531126387
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:20,0,0,Boston Pride,Taylor Wenczkowski,Pass,194,33,3,1,197,22,-0.005589722797705508
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:19,0,0,Boston Pride,Samantha Davis,Pass,197,22,3,1,160,10,-0.005890780279237369
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:18,0,0,Boston Pride,Lauren Kelly,Shot,163,10,3,0,196,36,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:16,0,0,Boston Pride,Samantha Davis,Puck Recovery,196,36,3,1,188,49,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:15,0,0,Boston Pride,Samantha Davis,Shot,188,49,3,0,31,20,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:12,0,0,Boston Pride,Samantha Davis,Faceoff,31,20,3,0,17,24,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:10,0,0,Minnesota Whitecaps,Audra Richards,Puck Recovery,55,31,3,1,55,31,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:10,0,0,Minnesota Whitecaps,Audra Richards,Pass,55,31,3,1,67,17,0.000710495892047205
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:08,0,0,Minnesota Whitecaps,Emma Stauber,Pass,91,17,3,1,94,54,-0.0011886267585558873
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:06,0,0,Minnesota Whitecaps,Audra Richards,Zone Entry,124,81,3,1,162,79,0.004356023670101524
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:05,0,0,Minnesota Whitecaps,Audra Richards,Pass,162,79,3,0,141,65,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:03,0,0,Boston Pride,Paige Capistran,Puck Recovery,17,24,3,1,30,4,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,16:00,0,0,Boston Pride,Paige Capistran,Pass,30,4,3,1,98,3,0.001042679683657875
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:57,0,0,Boston Pride,Jillian Dempsey,Zone Entry,126,20,3,1,149,19,-0.00011075432031222576
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:56,0,0,Boston Pride,Jillian Dempsey,Shot,149,19,3,0,169,21,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:55,0,0,Boston Pride,Jillian Dempsey,Faceoff,169,21,3,1,159,26,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:53,0,0,Boston Pride,McKenna Brand,Puck Recovery,159,26,3,1,159,26,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:53,0,0,Boston Pride,McKenna Brand,Pass,159,26,3,0,4,45,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:49,0,0,Minnesota Whitecaps,Jonna Curtis,Puck Recovery,141,65,3,1,167,67,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:49,0,0,Minnesota Whitecaps,Jonna Curtis,Shot,167,67,3,0,105,34,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:47,0,0,Boston Pride,Jenna Rheault,Puck Recovery,4,45,3,1,5,66,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:45,0,0,Boston Pride,Jenna Rheault,Pass,5,66,3,1,62,84,0.0007651970346580635
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:44,0,0,Boston Pride,McKenna Brand,Dump In/Out,62,84,3,0,53,83,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:43,0,0,Boston Pride,Jillian Dempsey,Puck Recovery,53,83,3,1,53,83,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:43,0,0,Boston Pride,Jillian Dempsey,Dump In/Out,53,83,3,0,67,82,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:42,0,0,Minnesota Whitecaps,Meaghan Pezon,Puck Recovery,105,34,3,1,125,54,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:40,0,0,Minnesota Whitecaps,Meaghan Pezon,Zone Entry,125,54,3,1,153,62,-0.002373647269145022
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:39,0,0,Minnesota Whitecaps,Meaghan Pezon,Shot,153,62,3,0,36,59,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:36,0,0,Boston Pride,McKenna Brand,Puck Recovery,67,82,3,1,125,80,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:32,0,0,Boston Pride,McKenna Brand,Zone Entry,125,80,3,1,149,57,-0.004903510564983533
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:31,0,0,Boston Pride,McKenna Brand,Shot,149,57,3,0,182,5,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:29,0,0,Boston Pride,Christina Putigna,Puck Recovery,182,5,3,1,194,16,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:27,0,0,Boston Pride,Christina Putigna,Pass,194,16,3,1,197,34,0.008633136294032137
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:23,0,0,Boston Pride,Jillian Dempsey,Pass,178,22,3,0,31,64,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:17,0,0,Boston Pride,Jillian Dempsey,Faceoff,31,64,3,0,129,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:15,0,0,Minnesota Whitecaps,Meaghan Pezon,Puck Recovery,36,59,3,1,4,36,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:13,0,0,Boston Pride,Mallory Souliotis,Puck Recovery,129,3,3,1,129,3,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:13,0,0,Boston Pride,Mallory Souliotis,Pass,129,3,3,1,197,18,0.00309544539419695
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:10,0,0,Boston Pride,Lexie Laing,Pass,197,18,3,0,11,9,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:09,0,0,Minnesota Whitecaps,Sydney Baldwin,Takeaway,4,36,3,1,11,16,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:07,0,0,Minnesota Whitecaps,Sydney Baldwin,Dump In/Out,11,16,3,0,137,10,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:05,0,0,Minnesota Whitecaps,Lynn Astrup,Puck Recovery,137,10,3,1,164,23,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:04,0,0,Minnesota Whitecaps,Lynn Astrup,Shot,164,23,3,0,172,82,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,15:01,0,0,Minnesota Whitecaps,Sara Bustad,Puck Recovery,172,82,3,1,182,79,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:58,0,0,Minnesota Whitecaps,Brooke White,Puck Recovery,182,79,3,1,182,79,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:58,0,0,Minnesota Whitecaps,Brooke White,Pass,182,79,3,0,150,82,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:58,0,0,Boston Pride,Lexie Laing,Takeaway,11,9,3,1,14,7,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:57,0,0,Boston Pride,Lexie Laing,Pass,14,7,3,0,23,43,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:56,0,0,Minnesota Whitecaps,Maddie Rowe,Takeaway,150,82,3,1,165,82,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:55,0,0,Minnesota Whitecaps,Maddie Rowe,Pass,165,82,3,0,2,51,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:52,0,0,Boston Pride,Lexie Laing,Puck Recovery,23,43,3,1,47,45,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:51,0,0,Boston Pride,Lexie Laing,Pass,47,45,3,1,79,7,0.0005977643759359523
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:46,0,0,Boston Pride,Tori Sullivan,Zone Entry,126,18,3,1,131,18,0.0
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:46,0,0,Boston Pride,Tori Sullivan,Pass,131,18,3,1,147,10,-0.01040117587347069
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:44,0,0,Boston Pride,Lexie Laing,Shot,162,28,3,0,175,83,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:41,0,0,Boston Pride,Tori Sullivan,Puck Recovery,175,83,3,1,2,30,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:39,0,0,Minnesota Whitecaps,Maddie Rowe,Puck Recovery,2,51,3,1,12,66,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:37,0,0,Minnesota Whitecaps,Maddie Rowe,Pass,12,66,3,0,32,81,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:30,0,0,Boston Pride,Mallory Souliotis,Puck Recovery,2,30,3,1,2,30,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:30,0,0,Boston Pride,Mallory Souliotis,Pass,2,30,3,1,5,18,3.37281122591434e-05
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:27,0,0,Boston Pride,Kaleigh Fratkin,Pass,28,5,3,1,73,7,0.001348890901334329
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:25,0,0,Boston Pride,Meaghan Rickard,Pass,76,18,3,1,112,16,0.0003262732976661493
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:24,0,0,Boston Pride,Carlee Turner,Zone Entry,125,16,3,1,143,17,-0.00011075432031222576
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:22,0,0,Boston Pride,Carlee Turner,Shot,143,17,3,0,31,64,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:22,0,0,Boston Pride,Carlee Turner,Faceoff,31,64,3,0,2,57,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:21,0,0,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Puck Recovery,32,81,3,1,30,81,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:16,0,0,Minnesota Whitecaps,Stephanie Anderson,Puck Recovery,30,81,3,1,30,81,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:16,0,0,Minnesota Whitecaps,Stephanie Anderson,Pass,30,81,3,0,8,63,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:15,0,0,Minnesota Whitecaps,Stephanie Anderson,Puck Recovery,8,63,3,1,2,55,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:14,0,0,Minnesota Whitecaps,Stephanie Anderson,Pass,2,55,3,1,5,19,1.0533477360110712e-05
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:12,0,0,Minnesota Whitecaps,Emma Stauber,Pass,9,14,3,1,41,3,0.0005467787295106862
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:11,0,0,Minnesota Whitecaps,Haley Mack,Pass,53,0,3,0,181,4,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:06,0,0,Boston Pride,Lauren Kelly,Puck Recovery,2,57,3,1,2,38,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,14:04,0,0,Boston Pride,Lauren Kelly,Pass,2,38,3,1,2,45,-1.0689487590114692e-05
2021-01-23,Minnesota Whitecaps,Boston Pride,1,13:56,0,0,Minnesota Whitecaps,Haley Mack,Puck Recovery,181,4,3,1,181,4,
2021-01-23,Minnesota Whitecaps,Boston Pride,1,13:56,0,0,Minnesota Whitecaps,Haley Mack,Pass,181,4,3,1,195,15,0.0026645864958923567
2021-01-23,Minnesota Whitecaps,Boston Pride,1,13:54,0,0,Boston Pride,Carlee Turner,Puck Recovery,4,49,3,1,62,84,
