game_date,Home.Team,Away.Team,Period,Clock,Home.Team.Goals,Away.Team.Goals,Team,Player,type_name,start_x,start_y,game_id,success,end_x,end_y,xTa
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:24,0,0,Olympic (Women) - Canada,Renata Fast,Puck Recovery,61,21,1,1,41,33,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:22,0,0,Olympic (Women) - Canada,Renata Fast,Pass,41,33,1,0,113,84,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:19,0,0,Olympic (Women) - Canada,Melodie Daoust,Puck Recovery,113,84,1,1,113,84,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:19,0,0,Olympic (Women) - Canada,Melodie Daoust,Pass,113,84,1,1,125,31,0.0033683635818605234
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:18,0,0,Olympic (Women) - Canada,Melodie Daoust,Zone Entry,125,31,1,1,154,36,-0.005109057756380703
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:18,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Shot,154,36,1,0,80,82,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:16,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Puck Recovery,18,53,1,1,18,53,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:16,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Pass,18,53,1,1,22,73,-0.0007719397786280684
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:14,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Dump In/Out,30,83,1,0,10,53,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:10,0,0,Olympic (Women) - Canada,Renata Fast,Puck Recovery,80,82,1,1,64,83,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:09,0,0,Olympic (Women) - Canada,Renata Fast,Pass,64,83,1,1,96,84,0.00034405349039488093
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:06,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Zone Entry,125,79,1,1,163,70,-0.004412591358679936
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:05,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Pass,163,70,1,1,177,39,0.14198686833560945
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:04,0,0,Olympic (Women) - Canada,Meghan Agosta,Shot,177,39,1,0,110,38,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:02,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Puck Recovery,10,53,1,1,17,77,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,19:01,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Pass,17,77,1,0,61,22,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:58,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Puck Recovery,110,38,1,1,124,70,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:56,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Zone Entry,124,70,1,1,163,84,0.0009487336418281811
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:54,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Pass,163,84,1,1,128,82,-0.0005149969509670171
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:53,0,0,Olympic (Women) - Canada,Brigette Lacquette,Shot,128,82,1,0,196,65,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:52,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Puck Recovery,61,22,1,1,31,65,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:51,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Faceoff,31,65,1,1,13,39,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:51,0,0,Olympic (Women) - Olympic Athletes from Russia,Angelina Goncharenko,Penalty Taken,13,39,1,1,8,69,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:49,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Puck Recovery,8,69,1,1,8,69,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:49,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Pass,8,69,1,0,6,19,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:42,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Puck Recovery,6,19,1,1,16,51,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:42,0,0,Olympic (Women) - Canada,Haley Irwin,Puck Recovery,196,65,1,1,173,82,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:37,0,0,Olympic (Women) - Canada,Haley Irwin,Pass,173,82,1,1,188,75,0.002075316598977856
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:35,0,0,Olympic (Women) - Canada,Melodie Daoust,Pass,174,78,1,1,129,75,0.0010381744877407412
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:33,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Pass,127,73,1,1,130,21,-0.0026058424001091807
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:28,0,0,Olympic (Women) - Canada,Rebecca Johnston,Pass,143,7,1,1,141,28,0.0017021023657958594
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:26,0,0,Olympic (Women) - Canada,Melodie Daoust,Pass,146,15,1,1,175,9,0.0037188279020054817
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:24,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Takeaway,16,51,1,1,17,57,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:22,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Dump In/Out,17,57,1,0,26,75,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:21,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Puck Recovery,129,21,1,1,140,4,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:19,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Pass,140,4,1,1,127,26,0.002286713079070012
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:17,0,0,Olympic (Women) - Canada,Rebecca Johnston,Pass,130,28,1,1,144,71,0.0014629829606344902
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:15,0,0,Olympic (Women) - Canada,Laura Fortino,Shot,152,67,1,0,169,64,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:15,0,0,Olympic (Women) - Canada,Laura Fortino,Faceoff,169,64,1,1,171,59,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:14,0,0,Olympic (Women) - Canada,Brianne Jenner,Puck Recovery,171,59,1,1,174,58,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:14,0,0,Olympic (Women) - Canada,Brianne Jenner,Shot,174,58,1,0,149,8,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:11,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Puck Recovery,26,75,1,1,26,75,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:11,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Dump In/Out,26,75,1,0,19,79,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:10,0,0,Olympic (Women) - Canada,Meghan Agosta,Puck Recovery,149,8,1,1,140,4,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:07,0,0,Olympic (Women) - Canada,Brianne Jenner,Puck Recovery,140,4,1,1,140,11,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:05,0,0,Olympic (Women) - Canada,Brianne Jenner,Pass,140,11,1,0,138,13,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:05,0,0,Olympic (Women) - Canada,Brianne Jenner,Puck Recovery,138,13,1,1,135,9,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:03,0,0,Olympic (Women) - Canada,Brianne Jenner,Pass,135,9,1,1,125,31,0.0002560893338654207
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:02,0,0,Olympic (Women) - Canada,Meghan Agosta,Pass,125,31,1,1,142,67,-0.0032011816911155892
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,18:00,0,0,Olympic (Women) - Canada,Brigette Lacquette,Shot,159,74,1,0,128,5,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:56,0,0,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Puck Recovery,19,79,1,1,19,79,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:56,0,0,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Dump In/Out,19,79,1,0,40,14,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:54,0,0,Olympic (Women) - Canada,Meghan Agosta,Puck Recovery,128,5,1,1,136,5,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:50,0,0,Olympic (Women) - Canada,Meghan Agosta,Pass,136,5,1,1,190,20,0.006325677715577002
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:47,0,0,Olympic (Women) - Canada,Brianne Jenner,Pass,190,20,1,0,120,81,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:44,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Puck Recovery,40,14,1,1,51,4,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:43,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Dump In/Out,51,4,1,0,52,42,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:42,0,0,Olympic (Women) - Canada,Brigette Lacquette,Puck Recovery,120,81,1,1,109,75,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:39,0,0,Olympic (Women) - Canada,Brigette Lacquette,Pass,109,75,1,1,123,65,0.007010951103607135
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:37,0,0,Olympic (Women) - Canada,Natalie Spooner,Zone Entry,125,64,1,1,181,81,0.0032568640226479147
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:36,0,0,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Puck Recovery,52,42,1,1,13,40,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:33,0,0,Olympic (Women) - Canada,Brianne Jenner,Puck Recovery,181,81,1,1,197,51,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:27,0,0,Olympic (Women) - Canada,Natalie Spooner,Puck Recovery,197,51,1,1,197,51,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:27,0,0,Olympic (Women) - Canada,Natalie Spooner,Pass,197,51,1,0,178,75,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:26,0,0,Olympic (Women) - Olympic Athletes from Russia,Nadezhda Morozova,Puck Recovery,13,40,1,1,13,40,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:26,0,0,Olympic (Women) - Olympic Athletes from Russia,Nadezhda Morozova,Pass,13,40,1,1,15,37,0.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:23,0,0,Olympic (Women) - Canada,Meghan Agosta,Puck Recovery,178,75,1,1,178,80,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:19,0,0,Olympic (Women) - Canada,Meghan Agosta,Pass,178,80,1,1,127,70,-0.0032568640226479147
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:16,0,0,Olympic (Women) - Canada,Brigette Lacquette,Shot,136,51,1,0,161,34,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:14,0,0,Olympic (Women) - Canada,Brianne Jenner,Puck Recovery,161,34,1,1,165,43,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:13,0,0,Olympic (Women) - Canada,Brianne Jenner,Shot,165,43,1,0,13,76,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:12,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Puck Recovery,28,30,1,1,25,15,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:11,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Dump In/Out,25,15,1,0,46,9,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:04,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Puck Recovery,13,76,1,1,7,60,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:02,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Pass,7,60,1,1,7,60,0.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,17:00,0,0,Olympic (Women) - Canada,Melodie Daoust,Pass,4,42,1,1,4,42,0.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:56,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Pass,103,37,1,1,121,9,0.0027006125279491443
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:56,0,0,Olympic (Women) - Canada,Rebecca Johnston,Zone Entry,124,8,1,1,179,21,0.0023705216412735564
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:54,0,0,Olympic (Women) - Canada,Rebecca Johnston,Shot,179,21,1,0,196,40,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:53,0,0,Olympic (Women) - Canada,Rebecca Johnston,Puck Recovery,196,40,1,1,186,78,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:50,0,0,Olympic (Women) - Canada,Rebecca Johnston,Pass,186,78,1,0,106,60,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:44,0,0,Olympic (Women) - Canada,Laura Fortino,Puck Recovery,106,60,1,1,83,62,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:43,0,0,Olympic (Women) - Canada,Laura Fortino,Pass,83,62,1,1,71,41,-0.0007905352769631306
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:42,0,0,Olympic (Women) - Canada,Melodie Daoust,Pass,76,37,1,0,122,80,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:40,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Puck Recovery,46,9,1,1,46,9,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:40,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Pass,46,9,1,0,9,48,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:38,0,0,Olympic (Women) - Canada,Melodie Daoust,Takeaway,122,80,1,1,124,80,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:36,0,0,Olympic (Women) - Canada,Melodie Daoust,Zone Entry,124,80,1,1,133,58,0.003609021722889215
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:34,0,0,Olympic (Women) - Canada,Melodie Daoust,Pass,133,58,1,1,135,22,-0.0012984804179435039
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:32,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Shot,158,13,1,0,36,39,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:31,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Puck Recovery,9,48,1,1,9,48,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:31,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Pass,9,48,1,1,3,37,-0.00010771935251309222
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:29,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Pass,3,37,1,1,32,3,0.00017721241507514358
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:23,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Zone Entry,125,31,1,1,156,40,-0.005109057756380703
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:22,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Shot,156,40,1,0,169,21,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:18,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Faceoff,169,21,1,1,170,22,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:17,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Puck Recovery,170,22,1,1,170,22,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:17,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Pass,170,22,1,0,25,6,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:16,0,0,Olympic (Women) - Canada,Bailey Bram,Puck Recovery,36,39,1,1,51,30,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:15,0,0,Olympic (Women) - Canada,Bailey Bram,Pass,51,30,1,1,91,35,0.0005715225100318163
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:11,0,0,Olympic (Women) - Canada,Emily Clark,Zone Entry,125,4,1,1,151,6,-5.1188686332997134e-05
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:09,0,0,Olympic (Women) - Canada,Emily Clark,Pass,151,6,1,0,171,29,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:09,0,0,Olympic (Women) - Canada,Bailey Bram,Puck Recovery,171,29,1,1,178,29,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:09,0,0,Olympic (Women) - Canada,Bailey Bram,Shot,178,29,1,0,108,60,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:07,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Puck Recovery,25,6,1,1,47,4,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:04,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Pass,47,4,1,0,2,53,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:03,0,0,Olympic (Women) - Canada,Emily Clark,Takeaway,108,60,1,1,68,76,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,16:00,0,0,Olympic (Women) - Canada,Emily Clark,Pass,68,76,1,1,52,52,7.3118152001065e-06
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:53,0,0,Olympic (Women) - Canada,Renata Fast,Pass,34,28,1,1,37,46,0.0005519565101531033
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:48,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Pass,50,79,1,1,54,30,0.0011937100828420192
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:45,0,0,Olympic (Women) - Canada,Emily Clark,Dump In/Out,98,80,1,0,98,80,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:45,0,0,Olympic (Women) - Canada,Emily Clark,Zone Entry,98,80,1,0,132,69,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:41,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Puck Recovery,2,53,1,1,2,53,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:41,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Pass,2,53,1,1,19,6,-5.733710174191792e-05
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:38,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Pass,19,6,1,0,11,74,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:36,0,0,Olympic (Women) - Canada,Brigette Lacquette,Puck Recovery,132,69,1,1,132,69,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:36,0,0,Olympic (Women) - Canada,Brigette Lacquette,Shot,132,69,1,0,108,35,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:34,0,0,Olympic (Women) - Canada,Rebecca Johnston,Puck Recovery,108,35,1,1,95,75,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:31,0,0,Olympic (Women) - Canada,Jillian Saulnier,Puck Recovery,95,75,1,1,69,48,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:29,0,0,Olympic (Women) - Canada,Jillian Saulnier,Pass,69,48,1,1,63,9,-9.532716491650372e-05
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,15:28,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Pass,73,11,1,1,54,34,0.000285281484663503
