x,y,xt
1,36,0.000900557973016852
1,37,0.000880235303678786
1,38,0.00085991263434072
1,39,0.0008464816725633695
1,40,0.0008399424183467344
1,41,0.0008334031641300992
1,42,0.000826863909913464
1,43,0.0008203246556968289
1,44,0.0008137854014801935
1,45,0.0008072461472635584
1,46,0.0008139569120381808
1,47,0.000833917695804061
1,48,0.0008538784795699409
1,49,0.0008738392633358209
1,50,0.0008938000471017009
1,51,0.000913760830867581
1,52,0.0009337216146334611
1,53,0.0009473325049765281
1,54,0.0009545935018967822
1,55,0.0009618544988170364
1,56,0.0009691154957372904
1,57,0.0009763764926575447
1,58,0.0009836374895777988
1,59,0.000990898486498053
1,60,0.0009929172769768213
1,61,0.0009896938610141038
1,62,0.0009864704450513865
1,63,0.0009832470290886692
1,64,0.0009800236131259517
1,65,0.0009768001971632342
1,66,0.0009735767812005169
1,67,0.00096983637734166
1,68,0.0009655789855866639
1,69,0.0009613215938316677
1,70,0.0009570642020766717
1,71,0.0009528068103216754
1,72,0.0009485494185666793
1,73,0.0009442920268116831
1,74,0.0009913479850464692
1,75,0.0010897172932710377
1,76,0.001188086601495606
1,77,0.0012864559097201748
1,78,0.0013848252179447446
1,79,0.0014831945261693132
1,80,0.0015815638343938817
1,81,0.0016307484885061659
1,82,0.0016307484885061659
1,83,0.0016307484885061659
1,84,0.0016307484885061659
2,0,0.0007692017637869475
2,1,0.0007692017637869475
2,2,0.0007692017637869475
2,3,0.0007692017637869475
2,4,0.0007733328305798436
2,5,0.0007815949641656356
2,6,0.0007898570977514278
2,7,0.0007981192313372199
2,8,0.0008063813649230122
2,9,0.0008146434985088042
2,10,0.0008229056320945965
2,11,0.0008353998502364992
2,12,0.0008521261529345129
2,13,0.0008688524556325263
2,14,0.0008855787583305399
2,15,0.0009023050610285535
2,16,0.000919031363726567
2,17,0.0009357576664245806
2,18,0.0009448574103821867
2,19,0.0009463305955993854
2,20,0.000947803780816584
2,21,0.0009492769660337828
2,22,0.0009507501512509816
2,23,0.0009522233364681802
2,24,0.000953696521685379
2,25,0.0009571171764899905
2,26,0.0009624853008820151
2,27,0.0009678534252740394
2,28,0.0009732215496660638
2,29,0.0009785896740580882
2,30,0.0009839577984501124
2,31,0.0009893259228421368
2,32,0.000981848650369116
2,33,0.00096152598103105
2,34,0.000941203311692984
2,35,0.000920880642354918
2,36,0.000900557973016852
2,37,0.000880235303678786
2,38,0.00085991263434072
2,39,0.0008464816725633695
2,40,0.0008399424183467344
2,41,0.0008334031641300992
2,42,0.000826863909913464
2,43,0.0008203246556968289
2,44,0.0008137854014801935
2,45,0.0008072461472635584
2,46,0.0008139569120381808
2,47,0.000833917695804061
2,48,0.0008538784795699409
2,49,0.0008738392633358209
2,50,0.0008938000471017009
2,51,0.000913760830867581
2,52,0.0009337216146334611
2,53,0.0009473325049765281
2,54,0.0009545935018967822
2,55,0.0009618544988170364
2,56,0.0009691154957372904
2,57,0.0009763764926575447
2,58,0.0009836374895777988
2,59,0.000990898486498053
2,60,0.0009929172769768213
2,61,0.0009896938610141038
2,62,0.0009864704450513865
2,63,0.0009832470290886692
2,64,0.0009800236131259517
2,65,0.0009768001971632342
2,66,0.0009735767812005169
2,67,0.00096983637734166
2,68,0.0009655789855866639
2,69,0.0009613215938316677
2,70,0.0009570642020766717
2,71,0.0009528068103216754
2,72,0.0009485494185666793
2,73,0.0009442920268116831
2,74,0.0009913479850464692
2,75,0.0010897172932710377
2,76,0.001188086601495606
2,77,0.0012864559097201748
2,78,0.0013848252179447446
2,79,0.0014831945261693132
2,80,0.0015815638343938817
2,81,0.0016307484885061659
2,82,0.0016307484885061659
2,83,0.0016307484885061659
2,84,0.0016307484885061659
3,0,0.0007692017637869475
3,1,0.0007692017637869475
3,2,0.0007692017637869475
3,3,0.0007692017637869475
3,4,0.0007733328305798436
3,5,0.0007815949641656356
3,6,0.0007898570977514278
3,7,0.0007981192313372199
3,8,0.0008063813649230122
3,9,0.0008146434985088042
3,10,0.0008229056320945965
3,11,0.0008353998502364992
3,12,0.0008521261529345129
3,13,0.0008688524556325263
3,14,0.0008855787583305399
3,15,0.0009023050610285535
3,16,0.000919031363726567
3,17,0.0009357576664245806
3,18,0.0009448574103821867
3,19,0.0009463305955993854
3,20,0.000947803780816584
3,21,0.0009492769660337828
3,22,0.0009507501512509816
3,23,0.0009522233364681802
3,24,0.000953696521685379
3,25,0.0009571171764899905
3,26,0.0009624853008820151
3,27,0.0009678534252740394
3,28,0.0009732215496660638
3,29,0.0009785896740580882
3,30,0.0009839577984501124
3,31,0.0009893259228421368
3,32,0.000981848650369116
3,33,0.00096152598103105
3,34,0.000941203311692984
3,35,0.000920880642354918
3,36,0.000900557973016852
3,37,0.000880235303678786
3,38,0.00085991263434072
3,39,0.0008464816725633695
3,40,0.0008399424183467344
3,41,0.0008334031641300992
3,42,0.000826863909913464
3,43,0.0008203246556968289
3,44,0.0008137854014801935
3,45,0.0008072461472635584
3,46,0.0008139569120381808
3,47,0.000833917695804061
3,48,0.0008538784795699409
3,49,0.0008738392633358209
3,50,0.0008938000471017009
3,51,0.000913760830867581
3,52,0.0009337216146334611
3,53,0.0009473325049765281
3,54,0.0009545935018967822
3,55,0.0009618544988170364
3,56,0.0009691154957372904
3,57,0.0009763764926575447
3,58,0.0009836374895777988
3,59,0.000990898486498053
3,60,0.0009929172769768213
3,61,0.0009896938610141038
3,62,0.0009864704450513865
3,63,0.0009832470290886692
3,64,0.0009800236131259517
3,65,0.0009768001971632342
3,66,0.0009735767812005169
3,67,0.00096983637734166
3,68,0.0009655789855866639
3,69,0.0009613215938316677
3,70,0.0009570642020766717
3,71,0.0009528068103216754
3,72,0.0009485494185666793
3,73,0.0009442920268116831
3,74,0.0009913479850464692
3,75,0.0010897172932710377
3,76,0.001188086601495606
3,77,0.0012864559097201748
3,78,0.0013848252179447446
3,79,0.0014831945261693132
3,80,0.0015815638343938817
3,81,0.0016307484885061659
3,82,0.0016307484885061659
3,83,0.0016307484885061659
3,84,0.0016307484885061659
4,0,0.0007692017637869475
4,1,0.0007692017637869475
4,2,0.0007692017637869475
4,3,0.0007692017637869475
4,4,0.0007733328305798436
4,5,0.0007815949641656356
4,6,0.0007898570977514278
4,7,0.0007981192313372199
4,8,0.0008063813649230122
4,9,0.0008146434985088042
4,10,0.0008229056320945965
4,11,0.0008353998502364992
4,12,0.0008521261529345129
4,13,0.0008688524556325263
4,14,0.0008855787583305399
4,15,0.0009023050610285535
4,16,0.000919031363726567
4,17,0.0009357576664245806
4,18,0.0009448574103821867
4,19,0.0009463305955993854
4,20,0.000947803780816584
4,21,0.0009492769660337828
4,22,0.0009507501512509816
4,23,0.0009522233364681802
4,24,0.000953696521685379
4,25,0.0009571171764899905
4,26,0.0009624853008820151
4,27,0.0009678534252740394
4,28,0.0009732215496660638
4,29,0.0009785896740580882
4,30,0.0009839577984501124
4,31,0.0009893259228421368
4,32,0.000981848650369116
4,33,0.00096152598103105
4,34,0.000941203311692984
4,35,0.000920880642354918
4,36,0.000900557973016852
4,37,0.000880235303678786
4,38,0.00085991263434072
4,39,0.0008464816725633695
4,40,0.0008399424183467344
4,41,0.0008334031641300992
4,42,0.000826863909913464
4,43,0.0008203246556968289
4,44,0.0008137854014801935
4,45,0.0008072461472635584
4,46,0.0008139569120381808
4,47,0.000833917695804061
4,48,0.0008538784795699409
4,49,0.0008738392633358209
4,50,0.0008938000471017009
4,51,0.000913760830867581
4,52,0.0009337216146334611
4,53,0.0009473325049765281
4,54,0.0009545935018967822
4,55,0.0009618544988170364
4,56,0.0009691154957372904
4,57,0.0009763764926575447
4,58,0.0009836374895777988
4,59,0.000990898486498053
4,60,0.0009929172769768213
4,61,0.0009896938610141038
4,62,0.0009864704450513865
4,63,0.0009832470290886692
4,64,0.0009800236131259517
4,65,0.0009768001971632342
4,66,0.0009735767812005169
4,67,0.00096983637734166
4,68,0.0009655789855866639
4,69,0.0009613215938316677
4,70,0.0009570642020766717
4,71,0.0009528068103216754
4,72,0.0009485494185666793
4,73,0.0009442920268116831
4,74,0.0009913479850464692
4,75,0.0010897172932710377
4,76,0.001188086601495606
4,77,0.0012864559097201748
4,78,0.0013848252179447446
4,79,0.0014831945261693132
4,80,0.0015815638343938817
4,81,0.0016307484885061659
4,82,0.0016307484885061659
4,83,0.0016307484885061659
4,84,0.0016307484885061659
5,0,0.0007692017637869475
5,1,0.0007692017637869475
5,2,0.0007692017637869475
5,3,0.0007692017637869475
5,4,0.0007733328305798436
5,5,0.0007815949641656356
5,6,0.0007898570977514278
5,7,0.0007981192313372199
5,8,0.0008063813649230122
5,9,0.0008146434985088042
5,10,0.0008229056320945965
5,11,0.0008353998502364992
5,12,0.0008521261529345129
5,13,0.0008688524556325263
5,14,0.0008855787583305399
5,15,0.0009023050610285535
5,16,0.000919031363726567
5,17,0.0009357576664245806
5,18,0.0009448574103821867
5,19,0.0009463305955993854
5,20,0.000947803780816584
5,21,0.0009492769660337828
5,22,0.0009507501512509816
5,23,0.0009522233364681802
5,24,0.000953696521685379
5,25,0.0009571171764899905
5,26,0.0009624853008820151
5,27,0.0009678534252740394
5,28,0.0009732215496660638
5,29,0.0009785896740580882
5,30,0.0009839577984501124
5,31,0.0009893259228421368
5,32,0.000981848650369116
5,33,0.00096152598103105
5,34,0.000941203311692984
5,35,0.000920880642354918
5,36,0.000900557973016852
5,37,0.000880235303678786
5,38,0.00085991263434072
5,39,0.0008464816725633695
5,40,0.0008399424183467344
5,41,0.0008334031641300992
5,42,0.000826863909913464
5,43,0.0008203246556968289
5,44,0.0008137854014801935
5,45,0.0008072461472635584
5,46,0.0008139569120381808
5,47,0.000833917695804061
5,48,0.0008538784795699409
5,49,0.0008738392633358209
5,50,0.0008938000471017009
5,51,0.000913760830867581
5,52,0.0009337216146334611
5,53,0.0009473325049765281
5,54,0.0009545935018967822
5,55,0.0009618544988170364
5,56,0.0009691154957372904
5,57,0.0009763764926575447
5,58,0.0009836374895777988
5,59,0.000990898486498053
5,60,0.0009929172769768213
5,61,0.0009896938610141038
5,62,0.0009864704450513865
5,63,0.0009832470290886692
5,64,0.0009800236131259517
5,65,0.0009768001971632342
5,66,0.0009735767812005169
5,67,0.00096983637734166
5,68,0.0009655789855866639
5,69,0.0009613215938316677
5,70,0.0009570642020766717
5,71,0.0009528068103216754
5,72,0.0009485494185666793
5,73,0.0009442920268116831
5,74,0.0009913479850464692
5,75,0.0010897172932710377
5,76,0.001188086601495606
5,77,0.0012864559097201748
5,78,0.0013848252179447446
5,79,0.0014831945261693132
5,80,0.0015815638343938817
5,81,0.0016307484885061659
5,82,0.0016307484885061659
5,83,0.0016307484885061659
5,84,0.0016307484885061659
6,0,0.0007692017637869475
6,1,0.0007692017637869475
6,2,0.0007692017637869475
6,3,0.0007692017637869475
6,4,0.0007733328305798436
6,5,0.0007815949641656356
6,6,0.0007898570977514278
6,7,0.0007981192313372199
6,8,0.0008063813649230122
6,9,0.0008146434985088042
6,10,0.0008229056320945965
6,11,0.0008353998502364992
6,12,0.0008521261529345129
6,13,0.0008688524556325263
6,14,0.0008855787583305399
6,15,0.0009023050610285535
6,16,0.000919031363726567
6,17,0.0009357576664245806
6,18,0.0009448574103821867
6,19,0.0009463305955993854
6,20,0.000947803780816584
6,21,0.0009492769660337828
6,22,0.0009507501512509816
6,23,0.0009522233364681802
6,24,0.000953696521685379
6,25,0.0009571171764899905
6,26,0.0009624853008820151
6,27,0.0009678534252740394
6,28,0.0009732215496660638
6,29,0.0009785896740580882
6,30,0.0009839577984501124
6,31,0.0009893259228421368
6,32,0.000981848650369116
6,33,0.00096152598103105
6,34,0.000941203311692984
6,35,0.000920880642354918
6,36,0.000900557973016852
6,37,0.000880235303678786
6,38,0.00085991263434072
6,39,0.0008464816725633695
6,40,0.0008399424183467344
6,41,0.0008334031641300992
6,42,0.000826863909913464
6,43,0.0008203246556968289
6,44,0.0008137854014801935
6,45,0.0008072461472635584
6,46,0.0008139569120381808
6,47,0.000833917695804061
6,48,0.0008538784795699409
6,49,0.0008738392633358209
6,50,0.0008938000471017009
6,51,0.000913760830867581
6,52,0.0009337216146334611
6,53,0.0009473325049765281
6,54,0.0009545935018967822
6,55,0.0009618544988170364
6,56,0.0009691154957372904
6,57,0.0009763764926575447
6,58,0.0009836374895777988
6,59,0.000990898486498053
6,60,0.0009929172769768213
6,61,0.0009896938610141038
6,62,0.0009864704450513865
6,63,0.0009832470290886692
6,64,0.0009800236131259517
6,65,0.0009768001971632342
6,66,0.0009735767812005169
6,67,0.00096983637734166
6,68,0.0009655789855866639
6,69,0.0009613215938316677
6,70,0.0009570642020766717
6,71,0.0009528068103216754
6,72,0.0009485494185666793
6,73,0.0009442920268116831
6,74,0.0009913479850464692
6,75,0.0010897172932710377
6,76,0.001188086601495606
6,77,0.0012864559097201748
6,78,0.0013848252179447446
6,79,0.0014831945261693132
6,80,0.0015815638343938817
6,81,0.0016307484885061659
6,82,0.0016307484885061659
6,83,0.0016307484885061659
6,84,0.0016307484885061659
7,0,0.0007780003204635997
7,1,0.0007780003204635997
7,2,0.0007780003204635997
7,3,0.0007780003204635997
7,4,0.0007836723479445391
7,5,0.0007950164029064178
7,6,0.0008063604578682964
7,7,0.0008177045128301752
7,8,0.0008290485677920539
7,9,0.0008403926227539328
7,10,0.0008517366777158116
7,11,0.0008663592087617323
7,12,0.0008842602158916958
7,13,0.0009021612230216589
7,14,0.0009200622301516221
7,15,0.0009379632372815854
7,16,0.0009558642444115487
7,17,0.0009737652515415117
7,18,0.000980891363747469
7,19,0.0009772425810294198
7,20,0.0009735937983113708
7,21,0.0009699450155933215
7,22,0.0009662962328752725
7,23,0.0009626474501572235
7,24,0.0009589986674391745
7,25,0.0009602915463266661
7,26,0.0009665260868196982
7,27,0.0009727606273127304
7,28,0.0009789951678057626
7,29,0.0009852297082987948
7,30,0.0009914642487918268
7,31,0.000997698789284859
7,32,0.0009918402790183574
7,33,0.0009738887179923219
7,34,0.0009559371569662863
7,35,0.0009379855959402509
7,36,0.0009200340349142153
7,37,0.00090208247388818
7,38,0.0008841309128621447
7,39,0.0008712449293629014
7,40,0.0008634245233904506
7,41,0.0008556041174179996
7,42,0.0008477837114455486
7,43,0.0008399633054730979
7,44,0.0008321428995006468
7,45,0.000824322493528196
7,46,0.0008314844929678687
7,47,0.0008536288978196657
7,48,0.0008757733026714623
7,49,0.000897917707523259
7,50,0.0009200621123750558
7,51,0.0009422065172268526
7,52,0.0009643509220786494
7,53,0.0009786176311150287
7,54,0.0009850066443359907
7,55,0.0009913956575569528
7,56,0.0009977846707779148
7,57,0.001004173683998877
7,58,0.0010105626972198392
7,59,0.0010169517104408011
7,60,0.001019299584446615
7,61,0.0010176063192372804
7,62,0.0010159130540279458
7,63,0.0010142197888186114
7,64,0.0010125265236092767
7,65,0.0010108332583999421
7,66,0.0010091399931906075
7,67,0.001005983111943906
7,68,0.0010013626146598376
7,69,0.000996742117375769
7,70,0.0009921216200917005
7,71,0.0009875011228076321
7,72,0.0009828806255235635
7,73,0.0009782601282394949
7,74,0.0010200944974016418
7,75,0.0011083837330100042
7,76,0.001196672968618367
7,77,0.0012849622042267294
7,78,0.0013732514398350933
7,79,0.0014615406754434554
7,80,0.0015498299110518182
7,81,0.0015939745288559993
7,82,0.0015939745288559993
7,83,0.0015939745288559993
7,84,0.0015939745288559993
8,0,0.0007892624730097145
8,1,0.0007892624730097145
8,2,0.0007892624730097145
8,3,0.0007892624730097145
8,4,0.0007969069301713492
8,5,0.0008121958444946188
8,6,0.0008274847588178884
8,7,0.0008427736731411579
8,8,0.0008580625874644277
8,9,0.0008733515017876972
8,10,0.0008886404161109668
8,11,0.0009059871876740309
8,12,0.0009253918164768898
8,13,0.0009447964452797484
8,14,0.0009642010740826072
8,15,0.000983605702885466
8,16,0.001003010331688325
8,17,0.0010224149604911835
8,18,0.0010270148240550299
8,19,0.0010168099223798637
8,20,0.0010066050207046975
8,21,0.0009964001190295312
8,22,0.000986195217354365
8,23,0.0009759903156791987
8,24,0.0009657854140040326
8,25,0.0009643547397176105
8,26,0.0009716982928199328
8,27,0.0009790418459222547
8,28,0.000986385399024577
8,29,0.0009937289521268992
8,30,0.0010010725052292213
8,31,0.0010084160583315434
8,32,0.0010046295636893861
8,33,0.0009897130213027498
8,34,0.0009747964789161134
8,35,0.000959879936529477
8,36,0.0009449633941428405
8,37,0.0009300468517562042
8,38,0.0009151303093695678
8,39,0.0009029418980663021
8,40,0.0008934816178464072
8,41,0.0008840213376265122
8,42,0.000874561057406617
8,43,0.0008651007771867221
8,44,0.000855640496966827
8,45,0.0008461802167469319
8,46,0.0008539197965578694
8,47,0.0008788592363996395
8,48,0.0009037986762414097
8,49,0.0009287381160831799
8,50,0.0009536775559249502
8,51,0.0009786169957667202
8,52,0.0010035564356084905
8,53,0.0010186625925723096
8,54,0.0010239354666581777
8,55,0.001029208340744046
8,56,0.0010344812148299141
8,57,0.0010397540889157824
8,58,0.0010450269630016508
8,59,0.0010502998370875189
8,60,0.001053068938007951
8,61,0.0010533342657629461
8,62,0.0010535995935179417
8,63,0.0010538649212729373
8,64,0.0010541302490279327
8,65,0.001054395576782928
8,66,0.0010546609045379235
8,67,0.0010522509322347805
8,68,0.0010471656598734997
8,69,0.0010420803875122184
8,70,0.0010369951151509374
8,71,0.0010319098427896563
8,72,0.0010268245704283753
8,73,0.001021739298067094
8,74,0.0010568900332162629
8,75,0.0011322767758758815
8,76,0.0012076635185355004
8,77,0.0012830502611951191
8,78,0.0013584370038547391
8,79,0.0014338237465143576
8,80,0.0015092104891739765
8,81,0.001546903860503786
8,82,0.001546903860503786
8,83,0.001546903860503786
8,84,0.001546903860503786
9,0,0.0008005246255558292
9,1,0.0008005246255558292
9,2,0.0008005246255558292
9,3,0.0008005246255558292
9,4,0.0008101415123981594
9,5,0.0008293752860828198
9,6,0.0008486090597674803
9,7,0.0008678428334521406
9,8,0.0008870766071368011
9,9,0.0009063103808214616
9,10,0.000925544154506122
9,11,0.0009456151665863294
9,12,0.0009665234170620837
9,13,0.000987431667537838
9,14,0.0010083399180135925
9,15,0.0010292481684893468
9,16,0.0010501564189651011
9,17,0.0010710646694408552
9,18,0.0010731382843625907
9,19,0.0010563772637303076
9,20,0.001039616243098024
9,21,0.0010228552224657405
9,22,0.0010060942018334572
9,23,0.000989333181201174
9,24,0.0009725721605688906
9,25,0.0009684179331085549
9,26,0.0009768704988201672
9,27,0.0009853230645317792
9,28,0.0009937756302433915
9,29,0.0010022281959550035
9,30,0.0010106807616666155
9,31,0.0010191333273782278
9,32,0.0010174188483604153
9,33,0.0010055373246131778
9,34,0.0009936558008659404
9,35,0.0009817742771187031
9,36,0.0009698927533714657
9,37,0.0009580112296242283
9,38,0.000946129705876991
9,39,0.0009346388667697029
9,40,0.0009235387123023636
9,41,0.0009124385578350246
9,42,0.0009013384033676853
9,43,0.0008902382489003463
9,44,0.000879138094433007
9,45,0.0008680379399656678
9,46,0.00087635510014787
9,47,0.0009040895749796136
9,48,0.000931824049811357
9,49,0.0009595585246431006
9,50,0.0009872929994748443
9,51,0.0010150274743065877
9,52,0.0010427619491383314
9,53,0.0010587075540295903
9,54,0.0010628642889803645
9,55,0.001067021023931139
9,56,0.0010711777588819132
9,57,0.0010753344938326877
9,58,0.001079491228783462
9,59,0.0010836479637342366
9,60,0.0010868382915692864
9,61,0.0010890622122886118
9,62,0.0010912861330079375
9,63,0.001093510053727263
9,64,0.0010957339744465885
9,65,0.001097957895165914
9,66,0.0011001818158852396
9,67,0.0010985187525256554
9,68,0.0010929687050871618
9,69,0.0010874186576486679
9,70,0.0010818686102101746
9,71,0.0010763185627716805
9,72,0.0010707685153331869
9,73,0.0010652184678946932
9,74,0.0010936855690308839
9,75,0.0011561698187417587
9,76,0.001218654068452634
9,77,0.001281138318163509
9,78,0.0013436225678743847
9,79,0.00140610681758526
9,80,0.001468591067296135
9,81,0.0014998331921515723
9,82,0.0014998331921515723
9,83,0.0014998331921515723
9,84,0.0014998331921515723
10,0,0.000811786778101944
10,1,0.000811786778101944
10,2,0.000811786778101944
10,3,0.000811786778101944
10,4,0.0008233760946249698
10,5,0.0008465547276710209
10,6,0.000869733360717072
10,7,0.0008929119937631234
10,8,0.0009160906268091748
10,9,0.000939269259855226
10,10,0.0009624478929012774
10,11,0.000985243145498628
10,12,0.0010076550176472778
10,13,0.0010300668897959275
10,14,0.0010524787619445777
10,15,0.0010748906340932274
10,16,0.0010973025062418775
10,17,0.0011197143783905272
10,18,0.0011192617446701518
10,19,0.0010959446050807513
10,20,0.0010726274654913508
10,21,0.00104931032590195
10,22,0.0010259931863125498
10,23,0.0010026760467231493
10,24,0.0009793589071337488
10,25,0.0009724811264994994
10,26,0.0009820427048204015
10,27,0.0009916042831413037
10,28,0.0010011658614622059
10,29,0.0010107274397831078
10,30,0.00102028901810401
10,31,0.0010298505964249122
10,32,0.001030208133031444
10,33,0.0010213616279236056
10,34,0.0010125151228157674
10,35,0.0010036686177079292
10,36,0.000994822112600091
10,37,0.0009859756074922527
10,38,0.0009771291023844145
10,39,0.0009663358354731036
10,40,0.0009535958067583204
10,41,0.0009408557780435371
10,42,0.0009281157493287536
10,43,0.0009153757206139704
10,44,0.0009026356918991872
10,45,0.0008898956631844038
10,46,0.0008987904037378705
10,47,0.0009293199135595876
10,48,0.0009598494233813044
10,49,0.0009903789332030215
10,50,0.0010209084430247385
10,51,0.0010514379528464555
10,52,0.0010819674626681725
10,53,0.001098752515486871
10,54,0.0011017931113025516
10,55,0.0011048337071182322
10,56,0.0011078743029339126
10,57,0.0011109148987495931
10,58,0.0011139554945652735
10,59,0.0011169960903809543
10,60,0.0011206076451306223
10,61,0.0011247901588142778
10,62,0.0011289726724979334
10,63,0.001133155186181589
10,64,0.0011373376998652445
10,65,0.0011415202135489
10,66,0.0011457027272325556
10,67,0.00114478657281653
10,68,0.0011387717503008239
10,69,0.0011327569277851176
10,70,0.0011267421052694113
10,71,0.0011207272827537052
10,72,0.0011147124602379987
10,73,0.0011086976377222926
10,74,0.0011304811048455051
10,75,0.001180062861607636
10,76,0.0012296446183697675
10,77,0.001279226375131899
10,78,0.0013288081318940308
10,79,0.0013783898886561622
10,80,0.0014279716454182936
10,81,0.001452762523799359
10,82,0.001452762523799359
10,83,0.001452762523799359
10,84,0.001452762523799359
11,0,0.0008230489306480587
11,1,0.0008230489306480587
11,2,0.0008230489306480587
11,3,0.0008230489306480587
11,4,0.0008366106768517798
11,5,0.0008637341692592218
11,6,0.0008908576616666641
11,7,0.000917981154074106
11,8,0.0009451046464815484
11,9,0.0009722281388889904
11,10,0.0009993516312964325
11,11,0.0010248711244109263
11,12,0.0010487866182324718
11,13,0.0010727021120540174
11,14,0.0010966176058755626
11,15,0.0011205330996971082
11,16,0.0011444485935186537
11,17,0.0011683640873401992
11,18,0.0011653852049777129
11,19,0.0011355119464311952
11,20,0.0011056386878846775
11,21,0.0010757654293381597
11,22,0.0010458921707916422
11,23,0.0010160189122451245
11,24,0.0009861456536986069
11,25,0.0009765443198904439
11,26,0.0009872149108206363
11,27,0.0009978855017508282
11,28,0.0010085560926810203
11,29,0.0010192266836112124
11,30,0.0010298972745414045
11,31,0.0010405678654715966
11,32,0.0010429974177024728
11,33,0.0010371859312340336
11,34,0.0010313744447655944
11,35,0.0010255629582971552
11,36,0.001019751471828716
11,37,0.0010139399853602768
11,38,0.0010081284988918376
11,39,0.0009980328041765043
11,40,0.000983652901214277
11,41,0.0009692729982520496
11,42,0.000954893095289822
11,43,0.0009405131923275946
11,44,0.0009261332893653672
11,45,0.0009117533864031397
11,46,0.0009212257073278711
11,47,0.0009545502521395616
11,48,0.0009878747969512516
11,49,0.0010211993417629421
11,50,0.0010545238865746326
11,51,0.001087848431386323
11,52,0.0011211729761980134
11,53,0.0011387974769441517
11,54,0.0011407219336247384
11,55,0.0011426463903053252
11,56,0.0011445708469859119
11,57,0.0011464953036664986
11,58,0.0011484197603470851
11,59,0.0011503442170276719
11,60,0.0011543769986919578
11,61,0.0011605181053399435
11,62,0.0011666592119879292
11,63,0.0011728003186359148
11,64,0.0011789414252839003
11,65,0.001185082531931886
11,66,0.0011912236385798716
11,67,0.001191054393107405
11,68,0.001184574795514486
11,69,0.001178095197921567
11,70,0.0011716156003286483
11,71,0.0011651360027357294
11,72,0.0011586564051428105
11,73,0.0011521768075498915
11,74,0.001167276640660126
11,75,0.0012039559044735135
11,76,0.001240635168286901
