,x,y,xt
337,3,82,0.0016935550587058334
338,3,83,0.0016935550587058334
339,3,84,0.0016935550587058334
340,4,0,0.0007975761657431499
341,4,1,0.0007975761657431499
342,4,2,0.0007975761657431499
343,4,3,0.0007975761657431499
344,4,4,0.000801912370302071
345,4,5,0.0008105847794199133
346,4,6,0.0008192571885377555
347,4,7,0.0008279295976555977
348,4,8,0.0008366020067734401
349,4,9,0.0008452744158912823
350,4,10,0.0008539468250091246
351,4,11,0.0008662287422768935
352,4,12,0.0008821201676945897
353,4,13,0.0008980115931122857
354,4,14,0.0009139030185299818
355,4,15,0.0009297944439476779
356,4,16,0.0009456858693653739
357,4,17,0.0009615772947830698
358,4,18,0.0009684660598611418
359,4,19,0.0009663521645995893
360,4,20,0.0009642382693380371
361,4,21,0.0009621243740764848
362,4,22,0.0009600104788149324
363,4,23,0.0009578965835533803
364,4,24,0.0009557826882918279
365,4,25,0.0009599628374683925
366,4,26,0.0009704370310830738
367,4,27,0.0009809112246977553
368,4,28,0.0009913854183124366
369,4,29,0.001001859611927118
370,4,30,0.0010123338055417993
371,4,31,0.0010228079991564808
372,4,32,0.0010169378454788947
373,4,33,0.0009947233445090418
374,4,34,0.0009725088435391888
375,4,35,0.0009502943425693359
376,4,36,0.0009280798415994829
377,4,37,0.0009058653406296302
378,4,38,0.0008836508396597773
379,4,39,0.0008697780878003971
380,4,40,0.0008642470850514896
381,4,41,0.0008587160823025821
382,4,42,0.0008531850795536745
383,4,43,0.000847654076804767
384,4,44,0.0008421230740558595
385,4,45,0.000836592071306952
386,4,46,0.0008435898420567907
387,4,47,0.0008631163863053759
388,4,48,0.0008826429305539609
389,4,49,0.000902169474802546
390,4,50,0.0009216960190511312
391,4,51,0.0009412225632997161
392,4,52,0.0009607491075483014
393,4,53,0.0009750608382282753
394,4,54,0.0009841577553396383
395,4,55,0.0009932546724510014
396,4,56,0.001002351589562364
397,4,57,0.0010114485066737271
398,4,58,0.00102054542378509
399,4,59,0.0010296423408964529
400,4,60,0.0010328011977168582
401,4,61,0.0010300219942463054
402,4,62,0.0010272427907757529
403,4,63,0.0010244635873052005
404,4,64,0.001021684383834648
405,4,65,0.0010189051803640955
406,4,66,0.001016125976893543
407,4,67,0.001012242686957082
408,4,68,0.0010072553105547127
409,4,69,0.0010022679341523434
410,4,70,0.0009972805577499744
411,4,71,0.000992293181347605
412,4,72,0.0009873058049452359
413,4,73,0.0009823184285428666
414,4,74,0.0010308054773676926
415,4,75,0.0011327669514197142
416,4,76,0.0012347284254717356
417,4,77,0.001336689899523757
418,4,78,0.0014386513735757797
419,4,79,0.001540612847627801
420,4,80,0.0016425743216798227
421,4,81,0.0016935550587058334
422,4,82,0.0016935550587058334
423,4,83,0.0016935550587058334
424,4,84,0.0016935550587058334
425,5,0,0.0007975761657431499
426,5,1,0.0007975761657431499
427,5,2,0.0007975761657431499
428,5,3,0.0007975761657431499
429,5,4,0.000801912370302071
430,5,5,0.0008105847794199133
431,5,6,0.0008192571885377555
432,5,7,0.0008279295976555977
433,5,8,0.0008366020067734401
434,5,9,0.0008452744158912823
435,5,10,0.0008539468250091246
436,5,11,0.0008662287422768935
437,5,12,0.0008821201676945897
438,5,13,0.0008980115931122857
439,5,14,0.0009139030185299818
440,5,15,0.0009297944439476779
441,5,16,0.0009456858693653739
442,5,17,0.0009615772947830698
443,5,18,0.0009684660598611418
444,5,19,0.0009663521645995893
445,5,20,0.0009642382693380371
446,5,21,0.0009621243740764848
447,5,22,0.0009600104788149324
448,5,23,0.0009578965835533803
449,5,24,0.0009557826882918279
450,5,25,0.0009599628374683925
451,5,26,0.0009704370310830738
452,5,27,0.0009809112246977553
453,5,28,0.0009913854183124366
454,5,29,0.001001859611927118
455,5,30,0.0010123338055417993
456,5,31,0.0010228079991564808
457,5,32,0.0010169378454788947
458,5,33,0.0009947233445090418
459,5,34,0.0009725088435391888
460,5,35,0.0009502943425693359
461,5,36,0.0009280798415994829
462,5,37,0.0009058653406296302
463,5,38,0.0008836508396597773
464,5,39,0.0008697780878003971
465,5,40,0.0008642470850514896
466,5,41,0.0008587160823025821
467,5,42,0.0008531850795536745
468,5,43,0.000847654076804767
469,5,44,0.0008421230740558595
470,5,45,0.000836592071306952
471,5,46,0.0008435898420567907
472,5,47,0.0008631163863053759
473,5,48,0.0008826429305539609
474,5,49,0.000902169474802546
475,5,50,0.0009216960190511312
476,5,51,0.0009412225632997161
477,5,52,0.0009607491075483014
478,5,53,0.0009750608382282753
479,5,54,0.0009841577553396383
480,5,55,0.0009932546724510014
481,5,56,0.001002351589562364
482,5,57,0.0010114485066737271
483,5,58,0.00102054542378509
484,5,59,0.0010296423408964529
485,5,60,0.0010328011977168582
486,5,61,0.0010300219942463054
487,5,62,0.0010272427907757529
488,5,63,0.0010244635873052005
489,5,64,0.001021684383834648
490,5,65,0.0010189051803640955
491,5,66,0.001016125976893543
492,5,67,0.001012242686957082
493,5,68,0.0010072553105547127
494,5,69,0.0010022679341523434
495,5,70,0.0009972805577499744
496,5,71,0.000992293181347605
497,5,72,0.0009873058049452359
498,5,73,0.0009823184285428666
499,5,74,0.0010308054773676926
500,5,75,0.0011327669514197142
501,5,76,0.0012347284254717356
502,5,77,0.001336689899523757
503,5,78,0.0014386513735757797
504,5,79,0.001540612847627801
505,5,80,0.0016425743216798227
506,5,81,0.0016935550587058334
507,5,82,0.0016935550587058334
508,5,83,0.0016935550587058334
509,5,84,0.0016935550587058334
510,6,0,0.0007975761657431499
511,6,1,0.0007975761657431499
512,6,2,0.0007975761657431499
513,6,3,0.0007975761657431499
514,6,4,0.000801912370302071
515,6,5,0.0008105847794199133
516,6,6,0.0008192571885377555
517,6,7,0.0008279295976555977
518,6,8,0.0008366020067734401
519,6,9,0.0008452744158912823
520,6,10,0.0008539468250091246
521,6,11,0.0008662287422768935
522,6,12,0.0008821201676945897
523,6,13,0.0008980115931122857
524,6,14,0.0009139030185299818
525,6,15,0.0009297944439476779
526,6,16,0.0009456858693653739
527,6,17,0.0009615772947830698
528,6,18,0.0009684660598611418
529,6,19,0.0009663521645995893
530,6,20,0.0009642382693380371
531,6,21,0.0009621243740764848
532,6,22,0.0009600104788149324
533,6,23,0.0009578965835533803
534,6,24,0.0009557826882918279
535,6,25,0.0009599628374683925
536,6,26,0.0009704370310830738
537,6,27,0.0009809112246977553
538,6,28,0.0009913854183124366
539,6,29,0.001001859611927118
540,6,30,0.0010123338055417993
541,6,31,0.0010228079991564808
542,6,32,0.0010169378454788947
543,6,33,0.0009947233445090418
544,6,34,0.0009725088435391888
545,6,35,0.0009502943425693359
546,6,36,0.0009280798415994829
547,6,37,0.0009058653406296302
548,6,38,0.0008836508396597773
549,6,39,0.0008697780878003971
550,6,40,0.0008642470850514896
551,6,41,0.0008587160823025821
552,6,42,0.0008531850795536745
553,6,43,0.000847654076804767
554,6,44,0.0008421230740558595
555,6,45,0.000836592071306952
556,6,46,0.0008435898420567907
557,6,47,0.0008631163863053759
558,6,48,0.0008826429305539609
559,6,49,0.000902169474802546
560,6,50,0.0009216960190511312
561,6,51,0.0009412225632997161
562,6,52,0.0009607491075483014
563,6,53,0.0009750608382282753
564,6,54,0.0009841577553396383
565,6,55,0.0009932546724510014
566,6,56,0.001002351589562364
567,6,57,0.0010114485066737271
568,6,58,0.00102054542378509
569,6,59,0.0010296423408964529
570,6,60,0.0010328011977168582
571,6,61,0.0010300219942463054
572,6,62,0.0010272427907757529
573,6,63,0.0010244635873052005
574,6,64,0.001021684383834648
575,6,65,0.0010189051803640955
576,6,66,0.001016125976893543
577,6,67,0.001012242686957082
578,6,68,0.0010072553105547127
579,6,69,0.0010022679341523434
580,6,70,0.0009972805577499744
581,6,71,0.000992293181347605
582,6,72,0.0009873058049452359
583,6,73,0.0009823184285428666
584,6,74,0.0010308054773676926
585,6,75,0.0011327669514197142
586,6,76,0.0012347284254717356
587,6,77,0.001336689899523757
588,6,78,0.0014386513735757797
589,6,79,0.001540612847627801
590,6,80,0.0016425743216798227
591,6,81,0.0016935550587058334
592,6,82,0.0016935550587058334
593,6,83,0.0016935550587058334
594,6,84,0.0016935550587058334
595,7,0,0.0008070985032088556
596,7,1,0.0008070985032088556
597,7,2,0.0008070985032088556
598,7,3,0.0008070985032088556
599,7,4,0.0008129459593209294
600,7,5,0.0008246408715450767
601,7,6,0.0008363357837692243
602,7,7,0.0008480306959933717
603,7,8,0.0008597256082175196
604,7,9,0.000871420520441667
605,7,10,0.0008831154326658145
606,7,11,0.000897741623014404
607,7,12,0.0009152990914874357
608,7,13,0.0009328565599604675
609,7,14,0.000950414028433499
610,7,15,0.0009679714969065307
611,7,16,0.0009855289653795624
612,7,17,0.0010030864338525939
613,7,18,0.0010082872039196618
614,7,19,0.0010011312755807665
615,7,20,0.0009939753472418707
616,7,21,0.000986819418902975
617,7,22,0.0009796634905640796
618,7,23,0.000972507562225184
619,7,24,0.0009653516338862883
620,7,25,0.0009672735713928731
621,7,26,0.0009782733747449382
622,7,27,0.000989273178097003
623,7,28,0.001000272981449068
624,7,29,0.001011272784801133
625,7,30,0.0010222725881531979
626,7,31,0.001033272391505263
627,7,32,0.001028801098667408
628,7,33,0.0010088587096396331
629,7,34,0.0009889163206118583
630,7,35,0.0009689739315840836
631,7,36,0.0009490315425563085
632,7,37,0.0009290891535285339
633,7,38,0.0009091467645007592
634,7,39,0.0008958157304546563
635,7,40,0.000889096051390225
636,7,41,0.000882376372325794
637,7,42,0.0008756566932613628
638,7,43,0.0008689370141969318
639,7,44,0.0008622173351325005
640,7,45,0.0008554976560680694
641,7,46,0.0008629001713070934
642,7,47,0.0008844248808495727
643,7,48,0.0009059495903920517
644,7,49,0.0009274742999345308
645,7,50,0.0009489990094770101
646,7,51,0.0009705237190194892
647,7,52,0.0009920484285619686
648,7,53,0.0010071472568489385
649,7,54,0.0010158202038803989
650,7,55,0.0010244931509118592
651,7,56,0.0010331660979433198
652,7,57,0.0010418390449747803
653,7,58,0.0010505119920062407
654,7,59,0.0010591849390377012
655,7,60,0.00106264400251034
656,7,61,0.001060889182424157
657,7,62,0.0010591343623379738
658,7,63,0.0010573795422517906
659,7,64,0.0010556247221656075
660,7,65,0.0010538699020794244
661,7,66,0.0010521150819932414
662,7,67,0.0010484379030367762
663,7,68,0.0010428383652100288
664,7,69,0.0010372388273832815
665,7,70,0.0010316392895565343
666,7,71,0.001026039751729787
667,7,72,0.0010204402139030399
668,7,73,0.0010148406760762925
669,7,74,0.001057917294729534
670,7,75,0.001149670069862764
671,7,76,0.0012414228449959942
672,7,77,0.001333175620129224
673,7,78,0.0014249283952624554
674,7,79,0.0015166811703956856
675,7,80,0.0016084339455289156
676,7,81,0.0016543103330955305
677,7,82,0.0016543103330955305
678,7,83,0.0016543103330955305
679,7,84,0.0016543103330955305
680,8,0,0.0008192870951649586
681,8,1,0.0008192870951649586
682,8,2,0.0008192870951649586
683,8,3,0.0008192870951649586
684,8,4,0.0008270689532650677
685,8,5,0.0008426326694652861
686,8,6,0.0008581963856655043
687,8,7,0.0008737601018657226
688,8,8,0.000889323818065941
689,8,9,0.0009048875342661593
690,8,10,0.0009204512504663778
691,8,11,0.0009380781103584175
692,8,12,0.0009577681139422786
693,8,13,0.00097745811752614
694,8,14,0.000997148121110001
695,8,15,0.0010168381246938622
696,8,16,0.0010365281282777234
697,8,17,0.0010562181318615846
698,8,18,0.0010592582683145676
699,8,19,0.0010456485376366727
700,8,20,0.0010320388069587777
701,8,21,0.0010184290762808826
702,8,22,0.0010048193456029877
703,8,23,0.0009912096149250927
704,8,24,0.0009775998842471978
705,8,25,0.0009766313108162082
706,8,26,0.0009883038946321243
707,8,27,0.0009999764784480402
708,8,28,0.0010116490622639562
709,8,29,0.0010233216460798723
710,8,30,0.0010349942298957884
711,8,31,0.0010466668137117043
712,8,32,0.0010439860627487049
713,8,33,0.00102695197700679
714,8,34,0.0010099178912648752
715,8,35,0.0009928838055229604
716,8,36,0.0009758497197810455
717,8,37,0.0009588156340391308
718,8,38,0.0009417815482972159
719,8,39,0.0009291439130521079
720,8,40,0.0009209027283038065
721,8,41,0.0009126615435555052
722,8,42,0.0009044203588072036
723,8,43,0.0008961791740589025
724,8,44,0.0008879379893106009
725,8,45,0.0008796968045622996
726,8,46,0.0008876173927474806
727,8,47,0.0009116997538661444
728,8,48,0.0009357821149848079
729,8,49,0.0009598644761034715
730,8,50,0.0009839468372221352
731,8,51,0.0010080291983407988
732,8,52,0.0010321115594594625
733,8,53,0.0010482178726833869
734,8,54,0.0010563481380125722
735,8,55,0.0010644784033417578
736,8,56,0.001072608668670943
737,8,57,0.0010807389340001285
738,8,58,0.0010888691993293138
739,8,59,0.0010969994646584992
740,8,60,0.0011008427926459967
741,8,61,0.0011003991832918064
742,8,62,0.0010999555739376163
743,8,63,0.001099511964583426
744,8,64,0.0010990683552292357
745,8,65,0.0010986247458750454
746,8,66,0.0010981811365208555
747,8,67,0.0010947677796187846
748,8,68,0.0010883846751688334
749,8,69,0.001082001570718882
750,8,70,0.0010756184662689312
751,8,71,0.00106923536181898
752,8,72,0.0010628522573690288
753,8,73,0.0010564691529190776
754,8,74,0.0010926204209526905
755,8,75,0.0011713060614698676
756,8,76,0.0012499917019870447
757,8,77,0.001328677342504222
758,8,78,0.0014073629830213999
759,8,79,0.0014860486235385771
760,8,80,0.0015647342640557542
761,8,81,0.0016040770843143426
762,8,82,0.0016040770843143426
763,8,83,0.0016040770843143426
764,8,84,0.0016040770843143426
765,9,0,0.0008314756871210618
766,9,1,0.0008314756871210618
767,9,2,0.0008314756871210618
768,9,3,0.0008314756871210618
769,9,4,0.0008411919472092064
770,9,5,0.0008606244673854955
771,9,6,0.0008800569875617845
772,9,7,0.0008994895077380735
773,9,8,0.0009189220279143627
774,9,9,0.0009383545480906517
775,9,10,0.000957787068266941
776,9,11,0.0009784145977024307
777,9,12,0.0010002371363971214
778,9,13,0.0010220596750918124
779,9,14,0.0010438822137865031
780,9,15,0.001065704752481194
781,9,16,0.0010875272911758846
782,9,17,0.0011093498298705752
783,9,18,0.0011102293327094734
784,9,19,0.001090165799692579
785,9,20,0.0010701022666756846
786,9,21,0.00105003873365879
787,9,22,0.0010299752006418957
788,9,23,0.0010099116676250013
789,9,24,0.0009898481346081072
790,9,25,0.0009859890502395433
791,9,26,0.0009983344145193106
792,9,27,0.0010106797787990773
793,9,28,0.0010230251430788447
794,9,29,0.0010353705073586116
795,9,30,0.0010477158716383785
796,9,31,0.0010600612359181456
797,9,32,0.0010591710268300018
798,9,33,0.001045045244373947
799,9,34,0.0010309194619178919
800,9,35,0.0010167936794618373
801,9,36,0.0010026678970057822
802,9,37,0.0009885421145497276
803,9,38,0.0009744163320936727
804,9,39,0.0009624720956495595
805,9,40,0.0009527094052173878
806,9,41,0.0009429467147852163
807,9,42,0.0009331840243530446
808,9,43,0.0009234213339208731
809,9,44,0.0009136586434887014
810,9,45,0.0009038959530565298
811,9,46,0.000912334614187868
812,9,47,0.0009389746268827161
813,9,48,0.0009656146395775639
814,9,49,0.000992254652272412
815,9,50,0.00101889466496726
816,9,51,0.0010455346776621082
817,9,52,0.0010721746903569562
818,9,53,0.0010892884885178352
819,9,54,0.0010968760721447456
820,9,55,0.001104463655771656
821,9,56,0.001112051239398566
822,9,57,0.0011196388230254764
823,9,58,0.0011272264066523865
824,9,59,0.0011348139902792969
825,9,60,0.0011390415827816534
826,9,61,0.001139909184159456
827,9,62,0.0011407767855372585
828,9,63,0.0011416443869150612
829,9,64,0.001142511988292864
830,9,65,0.0011433795896706664
831,9,66,0.0011442471910484693
832,9,67,0.001141097656200793
833,9,68,0.001133930985127638
834,9,69,0.0011267643140544829
835,9,70,0.001119597642981328
836,9,71,0.0011124309719081728
837,9,72,0.0011052643008350178
838,9,73,0.0010980976297618626
839,9,74,0.0011273235471758471
840,9,75,0.0011929420530769712
841,9,76,0.0012585605589780953
842,9,77,0.0013241790648792196
843,9,78,0.0013897975707803446
844,9,79,0.0014554160766814686
845,9,80,0.001521034582582593
846,9,81,0.0015538438355331549
847,9,82,0.0015538438355331549
848,9,83,0.0015538438355331549
849,9,84,0.0015538438355331549
850,10,0,0.0008436642790771649
851,10,1,0.0008436642790771649
852,10,2,0.0008436642790771649
853,10,3,0.0008436642790771649
854,10,4,0.000855314941153345
855,10,5,0.0008786162653057045
856,10,6,0.0009019175894580645
857,10,7,0.0009252189136104243
858,10,8,0.0009485202377627843
859,10,9,0.0009718215619151442
860,10,10,0.0009951228860675043
861,10,11,0.0010187510850464439
862,10,12,0.0010427061588519646
863,10,13,0.0010666612326574849
864,10,14,0.001090616306463005
865,10,15,0.0011145713802685254
866,10,16,0.0011385264540740457
867,10,17,0.001162481527879566
868,10,18,0.001161200397104379
869,10,19,0.0011346830617484855
870,10,20,0.0011081657263925914
871,10,21,0.0010816483910366975
872,10,22,0.001055131055680804
873,10,23,0.0010286137203249102
874,10,24,0.0010020963849690164
875,10,25,0.0009953467896628785
876,10,26,0.0010083649344064967
877,10,27,0.0010213830791501147
878,10,28,0.0010344012238937329
879,10,29,0.001047419368637351
880,10,30,0.0010604375133809688
881,10,31,0.001073455658124587
